Period Ending,Country/Region,CLDR Territory Code,Product,Reason,Court Orders,"Executive, Police, etc.",Items Requested To Be Removed
2012-12-31,Russia,RU,YouTube,Drug Abuse,0,21,21
2012-12-31,Russia,RU,YouTube,Hate Speech,0,1,1
2012-12-31,Russia,RU,YouTube,Privacy and Security,0,3,3
2012-12-31,Russia,RU,YouTube,Suicide Promotion,0,30,30
2012-12-31,Russia,RU,ответы,Drug Abuse,0,4,4
2012-12-31,Russia,RU,ответы,Suicide Promotion,0,22,22
2012-12-31,Saudi Arabia,SA,YouTube,Religious Offense,0,5,353
2012-12-31,Sierra Leone,SL,YouTube,Violence,0,1,60
2012-12-31,Singapore,SG,YouTube,Religious Offense,0,2,7
2012-12-31,Slovenia,SI,Blogger,Defamation,2,0,4
2012-12-31,South Africa,ZA,Blogger,Defamation,1,0,1
2012-12-31,South Africa,ZA,Web Search,Defamation,2,0,7
2012-12-31,South Korea,KR,Blogger,Privacy and Security,0,7,10
2012-12-31,South Korea,KR,Google Code,Privacy and Security,0,2,3
2012-12-31,South Korea,KR,Google Groups,Privacy and Security,0,1,2
2012-12-31,South Korea,KR,Google Play Apps,Other,0,22,674
2012-12-31,South Korea,KR,Web Search,Privacy and Security,0,6,14
2012-12-31,South Korea,KR,YouTube,Government Criticism,0,1,1
2012-12-31,South Korea,KR,YouTube,National Security,0,1,1
2012-12-31,South Korea,KR,YouTube,Privacy and Security,0,16,16
2012-12-31,Spain,ES,Blogger,Adult Content,0,1,1
2012-12-31,Spain,ES,Blogger,Defamation,6,1,11
2012-12-31,Spain,ES,Blogger,Government Criticism,1,0,1
2012-12-31,Spain,ES,Blogger,Other,0,3,3
2012-12-31,Spain,ES,Blogger,Privacy and Security,0,4,4
2012-12-31,Spain,ES,Blogger,Reason Unspecified,1,5,6
2012-12-31,Spain,ES,Gmail,Impersonation,0,1,1
2012-12-31,Spain,ES,Gmail,Reason Unspecified,1,0,1
2012-12-31,Spain,ES,Google Groups,Defamation,1,0,1
2012-12-31,Spain,ES,Google Images,Adult Content,0,1,1
2012-12-31,Spain,ES,Google Photos,Other,0,1,1
2012-12-31,Spain,ES,Web Search,Defamation,1,0,1
2012-12-31,Spain,ES,Web Search,Privacy and Security,0,25,134
2012-12-31,Spain,ES,Web Search: Autocomplete,Privacy and Security,0,1,1
2012-12-31,Spain,ES,YouTube,Bullying/Harassment,0,1,3
2012-12-31,Spain,ES,YouTube,Defamation,1,2,4
2012-12-31,Spain,ES,YouTube,National Security,0,2,2
2012-12-31,Spain,ES,YouTube,Privacy and Security,0,10,12
2012-12-31,Spain,ES,YouTube,Reason Unspecified,0,1,1
2012-12-31,Sweden,SE,Google AdWords,Other,0,1,1
2012-12-31,Switzerland,CH,Blogger,Defamation,2,0,63
2012-12-31,Switzerland,CH,Web Search,Defamation,9,0,9
2012-12-31,Switzerland,CH,YouTube,Defamation,0,1,15
2012-12-31,Taiwan,TW,Blogger,Defamation,0,1,3
2012-12-31,Taiwan,TW,Blogger,Other,0,1,1
2012-12-31,Taiwan,TW,Google AdWords,Other,0,1,1
2012-12-31,Taiwan,TW,Web Search,Defamation,0,1,1
2012-12-31,Taiwan,TW,Web Search,Other,0,2,3
2012-12-31,Taiwan,TW,Web Search,Privacy and Security,0,1,1
2012-12-31,Taiwan,TW,YouTube,Other,0,3,3
2012-12-31,Timor-Leste,TL,Blogger,Defamation,0,1,1
2012-12-31,Turkey,TR,Blogger,Defamation,35,8,187
2012-12-31,Turkey,TR,Blogger,Government Criticism,1,5,22
2012-12-31,Turkey,TR,Blogger,Hate Speech,0,1,9
2012-12-31,Turkey,TR,Blogger,National Security,0,1,5
2012-12-31,Turkey,TR,Blogger,Obscenity/Nudity,0,11,68
2012-12-31,Turkey,TR,Google Docs,Defamation,0,2,4
2012-12-31,Turkey,TR,Google Docs,Privacy and Security,0,1,1
2012-12-31,Turkey,TR,Google Images,Bullying/Harassment,1,0,8
2012-12-31,Turkey,TR,Google Images,Defamation,1,0,1
2012-12-31,Turkey,TR,Google Images,Impersonation,1,0,5
2012-12-31,Turkey,TR,Google Photos,Reason Unspecified,0,1,3
2012-12-31,Turkey,TR,Google+,Other,0,1,1
2012-12-31,Turkey,TR,Web Search,Copyright,19,0,8344
2012-12-31,Turkey,TR,Web Search,Defamation,8,0,95
2012-12-31,Turkey,TR,Web Search,Privacy and Security,3,0,4
2012-12-31,Turkey,TR,YouTube,Adult Content,1,0,1
2012-12-31,Turkey,TR,YouTube,Bullying/Harassment,0,2,6
2012-12-31,Turkey,TR,YouTube,Copyright,0,1,8
2012-12-31,Turkey,TR,YouTube,Defamation,8,4,75
2012-12-31,Turkey,TR,YouTube,Drug Abuse,0,1,1
2012-12-31,Turkey,TR,YouTube,Government Criticism,2,9,63
2012-12-31,Turkey,TR,YouTube,National Security,0,3,18
2012-12-31,Turkey,TR,YouTube,Obscenity/Nudity,1,1,4
2012-12-31,Turkey,TR,YouTube,Other,3,0,130
2012-12-31,Turkey,TR,YouTube,Privacy and Security,0,1,1
2012-12-31,Turkey,TR,YouTube,Religious Offense,1,17,970
2012-12-31,Turkey,TR,YouTube,Trademark,2,0,4
2012-12-31,Ukraine,UA,Google Sites,Defamation,0,1,1
2012-12-31,United Arab Emirates,AE,Blogger,Hate Speech,0,1,1
2012-12-31,United Arab Emirates,AE,Google Play Apps,Adult Content,0,1,43
2012-12-31,United Arab Emirates,AE,Web Search,Reason Unspecified,1,0,13
2012-12-31,United Arab Emirates,AE,YouTube,Religious Offense,0,1,6
2012-12-31,United Kingdom,GB,Blogger,Defamation,11,1,22
2012-12-31,United Kingdom,GB,Blogger,Government Criticism,0,1,1
2012-12-31,United Kingdom,GB,Blogger,Privacy and Security,1,0,3
2012-12-31,United Kingdom,GB,Gmail,National Security,0,1,1
2012-12-31,United Kingdom,GB,Google AdWords,Other,12,4,45
2012-12-31,United Kingdom,GB,Google Images,Defamation,1,0,3
2012-12-31,United Kingdom,GB,Google Images,Privacy and Security,1,0,24
2012-12-31,United Kingdom,GB,Google Sites,Other,0,1,2
2012-12-31,United Kingdom,GB,Google+ Local,Defamation,1,0,1
2012-12-31,United Kingdom,GB,Web Search,Defamation,6,1,10
2012-12-31,United Kingdom,GB,Web Search,Privacy and Security,1,0,1
2012-12-31,United Kingdom,GB,Web Search,Reason Unspecified,1,0,1
2012-12-31,United Kingdom,GB,Web Search: Autocomplete,Defamation,1,0,3
2012-12-31,United Kingdom,GB,YouTube,Adult Content,0,1,1
2012-12-31,United Kingdom,GB,YouTube,Bullying/Harassment,0,9,36
2012-12-31,United Kingdom,GB,YouTube,Copyright,0,3,5
2012-12-31,United Kingdom,GB,YouTube,Defamation,0,1,1
2012-12-31,United Kingdom,GB,YouTube,Government Criticism,0,1,1
2012-12-31,United Kingdom,GB,YouTube,Hate Speech,0,1,1
2012-12-31,United Kingdom,GB,YouTube,National Security,0,9,58
2012-12-31,United Kingdom,GB,YouTube,Other,0,3,5
2012-12-31,United Kingdom,GB,YouTube,Privacy and Security,0,14,17
2012-12-31,United Kingdom,GB,YouTube,Reason Unspecified,0,2,8
2012-12-31,United Kingdom,GB,YouTube,Trademark,0,5,17
2012-12-31,United Kingdom,GB,YouTube,Violence,0,9,19
2012-12-31,United States,US,Blogger,Bullying/Harassment,4,0,5
2012-12-31,United States,US,Blogger,Copyright,1,0,1
2012-12-31,United States,US,Blogger,Defamation,68,0,135
2012-12-31,United States,US,Blogger,Obscenity/Nudity,1,0,6
2012-12-31,United States,US,Blogger,Privacy and Security,5,0,12
2012-12-31,United States,US,Blogger,Reason Unspecified,2,0,3
2012-12-31,United States,US,Blogger,Trademark,1,0,1
2012-12-31,United States,US,Gmail,Reason Unspecified,1,0,1
2012-12-31,United States,US,Google AdWords,Other,0,10,227
2012-12-31,United States,US,Google AdWords,Trademark,2,8,40
2012-12-31,United States,US,Google Apps,Impersonation,0,1,1
2012-12-31,United States,US,Google Docs,Defamation,1,0,2
2012-12-31,United States,US,Google Groups,Copyright,0,1,1
2012-12-31,United States,US,Google Groups,Defamation,12,0,1730
2012-12-31,United States,US,Google Images,Defamation,2,0,4
2012-12-31,United States,US,Google Images,Privacy and Security,9,0,18
2012-12-31,United States,US,Google Photos,Defamation,2,0,15
2012-12-31,United States,US,Google Play Apps,Copyright,1,0,1
2012-12-31,United States,US,Google Play Apps,Trademark,1,0,1
2012-12-31,United States,US,Google Profiles,Defamation,1,0,1
2012-12-31,United States,US,Google Scholar,Other,1,0,1
2012-12-31,United States,US,Google Scholar,Privacy and Security,1,0,3
2012-12-31,United States,US,Google Sites,Impersonation,0,1,1
2012-12-31,United States,US,Google Sites,Other,0,1,1
2012-12-31,United States,US,Google Sites,Privacy and Security,1,0,1
2012-12-31,United States,US,Google+,Defamation,3,0,6
2012-12-31,United States,US,Google+ Local,Defamation,5,0,9
2012-12-31,United States,US,Web Search,Copyright,5,1,68
2012-12-31,United States,US,Web Search,Defamation,87,0,1217
2012-12-31,United States,US,Web Search,Other,7,0,58
2012-12-31,United States,US,Web Search,Privacy and Security,23,7,40
2012-12-31,United States,US,Web Search,Reason Unspecified,1,0,1
2012-12-31,United States,US,Web Search,Trademark,8,0,194
2012-12-31,United States,US,Web Search: Autocomplete,Defamation,1,0,1
2012-12-31,United States,US,YouTube,Bullying/Harassment,1,3,7
2012-12-31,United States,US,YouTube,Defamation,2,0,91
2012-12-31,United States,US,YouTube,Government Criticism,1,2,3
2012-12-31,United States,US,YouTube,Impersonation,0,2,9
2012-12-31,United States,US,YouTube,Obscenity/Nudity,0,1,1
2012-12-31,United States,US,YouTube,Privacy and Security,1,8,17
2012-12-31,United States,US,YouTube,Reason Unspecified,0,3,9
2012-12-31,United States,US,YouTube,Religious Offense,0,1,1
2012-12-31,United States,US,YouTube,Trademark,0,4,4
2012-12-31,United States,US,YouTube,Violence,0,5,8
2012-12-31,Venezuela,VE,YouTube,Copyright,0,1,1
2013-06-30,Argentina,AR,Blogger,Defamation,3,1,6
2013-06-30,Argentina,AR,Blogger,Hate Speech,0,1,2
2013-06-30,Argentina,AR,Gmail,Privacy and Security,0,1,1
2013-06-30,Argentina,AR,Google Photos,Privacy and Security,1,0,1
2013-06-30,Argentina,AR,Google Sites,Hate Speech,0,1,1
2013-06-30,Argentina,AR,Web Search,Copyright,0,1,7
2013-06-30,Argentina,AR,Web Search,Defamation,25,0,1710
2013-06-30,Argentina,AR,Web Search,Other,2,0,3
2013-06-30,Argentina,AR,Web Search,Privacy and Security,4,0,19
2013-06-30,Argentina,AR,Web Search: Related results,Defamation,0,1,1
2013-06-30,Armenia,AM,YouTube,Government Criticism,0,1,3
2013-06-30,Australia,AU,Blogger,Bullying/Harassment,0,1,1
2013-06-30,Australia,AU,Blogger,Defamation,3,1,8
2013-06-30,Australia,AU,Google AdWords,Trademark,1,0,1
2013-06-30,Australia,AU,Google Play Apps,Copyright,0,1,1
2013-06-30,Australia,AU,Google Sites,Adult Content,0,1,2
2013-06-30,Australia,AU,Web Search,Defamation,0,1,2
2013-06-30,Australia,AU,Web Search,Other,0,1,1
2013-06-30,Australia,AU,Web Search,Privacy and Security,1,0,1
2013-06-30,Australia,AU,YouTube,Copyright,0,2,2
2013-06-30,Australia,AU,YouTube,Defamation,0,2,2
2013-06-30,Australia,AU,YouTube,Other,0,1,1
2013-06-30,Australia,AU,YouTube,Privacy and Security,0,2,2
2013-06-30,Australia,AU,YouTube,Violence,0,1,2
2013-06-30,Austria,AT,Web Search,Defamation,1,0,2
2013-06-30,Bahrain,BH,YouTube,Privacy and Security,0,1,1
2013-06-30,Bangladesh,BD,YouTube,Religious Offense,0,1,4
2013-06-30,Belgium,BE,Blogger,Privacy and Security,0,1,8
2013-06-30,Belgium,BE,Gmail,Impersonation,0,1,1
2013-06-30,Belgium,BE,Google+ Local,Privacy and Security,0,1,4
2013-06-30,Belgium,BE,Street View,National Security,0,1,88
2013-06-30,Belgium,BE,Street View,Privacy and Security,0,2,16
2013-06-30,Belgium,BE,Web Search,Defamation,3,0,10
2013-06-30,Belgium,BE,Web Search,Privacy and Security,0,1,2
2013-06-30,Belgium,BE,Web Search: Autocomplete,Defamation,0,1,1
2013-06-30,Belgium,BE,Web Search: Autocomplete,Privacy and Security,0,2,2
2013-06-30,Belgium,BE,YouTube,Obscenity/Nudity,0,1,1
2013-06-30,Belgium,BE,YouTube,Trademark,0,1,1
2013-06-30,Bolivia,BO,Blogger,Copyright,0,1,1
2013-06-30,Brazil,BR,Blog Search,Trademark,1,0,2
2013-06-30,Brazil,BR,Blogger,Bullying/Harassment,0,1,5
2013-06-30,Brazil,BR,Blogger,Copyright,4,0,68
2013-06-30,Brazil,BR,Blogger,Defamation,47,2,200
2013-06-30,Brazil,BR,Blogger,Electoral Law,5,0,5
2013-06-30,Brazil,BR,Blogger,Government Criticism,4,1,251
2013-06-30,Brazil,BR,Blogger,Impersonation,0,1,1
2013-06-30,Brazil,BR,Blogger,Other,0,1,1
2013-06-30,Brazil,BR,Blogger,Privacy and Security,8,2,40
2013-06-30,Brazil,BR,Blogger,Reason Unspecified,7,5,120
2013-06-30,Brazil,BR,Gmail,Bullying/Harassment,1,0,1
2013-06-30,Brazil,BR,Gmail,Defamation,2,0,2
2013-06-30,Brazil,BR,Gmail,Privacy and Security,2,0,3
2013-06-30,Brazil,BR,Gmail,Reason Unspecified,1,0,1
2013-06-30,Brazil,BR,Google AdWords,Privacy and Security,1,0,1
2013-06-30,Brazil,BR,Google AdWords,Trademark,1,0,1
2013-06-30,Brazil,BR,Google Groups,Privacy and Security,1,0,10
2013-06-30,Brazil,BR,Google Images,Privacy and Security,1,0,10
2013-06-30,Brazil,BR,Google Maps,Defamation,1,0,1
2013-06-30,Brazil,BR,Google Video Search,Defamation,1,0,3
2013-06-30,Brazil,BR,Google Video Search,Privacy and Security,1,0,1
2013-06-30,Brazil,BR,Google+,Impersonation,2,0,2
2013-06-30,Brazil,BR,Google+,Reason Unspecified,1,0,1
2013-06-30,Brazil,BR,Google+ Local,Defamation,1,0,1
2013-06-30,Brazil,BR,Google+ Local,Privacy and Security,1,0,1
2013-06-30,Brazil,BR,Street View,Privacy and Security,3,0,9
2013-06-30,Brazil,BR,Web Search,Adult Content,1,0,32
2013-06-30,Brazil,BR,Web Search,Copyright,2,0,2
2013-06-30,Brazil,BR,Web Search,Defamation,50,1,470
2013-06-30,Brazil,BR,Web Search,Government Criticism,1,0,40
2013-06-30,Brazil,BR,Web Search,Privacy and Security,15,2,44
2013-06-30,Brazil,BR,Web Search,Reason Unspecified,9,1,15
2013-06-30,Brazil,BR,YouTube,Adult Content,0,1,14
2013-06-30,Brazil,BR,YouTube,Copyright,0,1,10
2013-06-30,Brazil,BR,YouTube,Defamation,11,33,107
2013-06-30,Brazil,BR,YouTube,Electoral Law,8,10,29
2013-06-30,Brazil,BR,YouTube,National Security,0,1,1
2013-06-30,Brazil,BR,YouTube,Obscenity/Nudity,1,0,1
2013-06-30,Brazil,BR,YouTube,Privacy and Security,6,14,44
2013-06-30,Brazil,BR,YouTube,Reason Unspecified,2,4,10
2013-06-30,Brazil,BR,YouTube,Trademark,1,0,1
2013-06-30,Brazil,BR,YouTube,Violence,0,1,2
2013-06-30,Brazil,BR,orkut,Bullying/Harassment,1,0,9
2013-06-30,Brazil,BR,orkut,Defamation,17,0,32
2013-06-30,Brazil,BR,orkut,Hate Speech,1,0,3
2013-06-30,Brazil,BR,orkut,Impersonation,11,0,15
2013-06-30,Brazil,BR,orkut,Privacy and Security,1,0,1
2013-06-30,Brazil,BR,orkut,Reason Unspecified,2,2,12
2013-06-30,Bulgaria,BG,Google Maps,Trademark,0,1,1
2013-06-30,Bulgaria,BG,Street View,National Security,0,1,1
2013-06-30,Canada,CA,Blogger,Defamation,4,0,5
2013-06-30,Canada,CA,Blogger,Privacy and Security,0,1,1
2013-06-30,Canada,CA,Google Play Apps,Trademark,0,1,1
2013-06-30,Canada,CA,Google+ Local,Defamation,1,0,1
2013-06-30,Canada,CA,Web Search,Defamation,10,0,232
2013-06-30,Canada,CA,Web Search,Privacy and Security,1,0,16
2013-06-30,Canada,CA,Web Search,Reason Unspecified,2,0,108
2013-06-30,Canada,CA,YouTube,Adult Content,0,1,1
2013-06-30,Canada,CA,YouTube,Bullying/Harassment,0,2,2
2013-06-30,Canada,CA,YouTube,Copyright,0,2,2
2013-06-30,Canada,CA,YouTube,Obscenity/Nudity,0,1,1
2013-06-30,Canada,CA,YouTube,Privacy and Security,0,2,2
2013-06-30,Chile,CL,Blogger,Defamation,1,0,1
2013-06-30,Chile,CL,Web Search,Defamation,0,1,2
2013-06-30,Chile,CL,Web Search,Privacy and Security,0,1,1
2013-06-30,China,CN,Web Search,Defamation,1,0,38
2013-06-30,Colombia,CO,Blogger,Defamation,0,4,10
2013-06-30,Colombia,CO,Web Search,National Security,0,1,1
2013-06-30,Colombia,CO,YouTube,Defamation,0,1,1
2013-06-30,Cyprus,CY,Gmail,Impersonation,0,1,1
2013-06-30,Cyprus,CY,Google Maps,Geographical Dispute,0,1,1
2013-06-30,Czechia,CZ,Web Search,Defamation,2,0,2
2013-06-30,Czechia,CZ,Web Search,Other,1,0,2
2013-06-30,Denmark,DK,Blogger,Copyright,1,0,1
2013-06-30,Denmark,DK,Web Search,Other,1,0,17
2013-06-30,Denmark,DK,YouTube,Adult Content,0,1,1
2013-06-30,Ecuador,EC,YouTube,Copyright,0,1,2
2013-06-30,Egypt,EG,YouTube,Religious Offense,2,2,105
2013-06-30,Europol,,YouTube,Other,0,1,1
2013-06-30,Finland,FI,YouTube,Defamation,0,1,3
2013-06-30,Finland,FI,YouTube,Obscenity/Nudity,0,1,1
2013-06-30,France,FR,Blogger,Defamation,12,5,23
2013-06-30,France,FR,Blogger,Government Criticism,0,1,6
2013-06-30,France,FR,Blogger,Other,1,2,3
2013-06-30,France,FR,Blogger,Privacy and Security,2,0,2
2013-06-30,France,FR,Gmail,Privacy and Security,0,1,1
2013-06-30,France,FR,Google AdWords,Trademark,0,1,1
2013-06-30,France,FR,Google Groups,Defamation,5,0,29
2013-06-30,France,FR,Google Images,Defamation,2,0,6
2013-06-30,France,FR,Google Images,Obscenity/Nudity,0,1,1
2013-06-30,France,FR,Google Images,Privacy and Security,2,2,16
2013-06-30,France,FR,Google Sites,Other,1,0,1
2013-06-30,France,FR,Google Sites,Trademark,1,0,1
2013-06-30,France,FR,Google+,Privacy and Security,0,2,2
2013-06-30,France,FR,Google+,Trademark,1,0,1
2013-06-30,France,FR,Google+ Local,Trademark,2,0,2
2013-06-30,France,FR,Street View,Privacy and Security,0,1,13
2013-06-30,France,FR,Web Search,Copyright,1,0,2
2013-06-30,France,FR,Web Search,Defamation,19,5,68
2013-06-30,France,FR,Web Search,Drug Abuse,0,1,21
2013-06-30,France,FR,Web Search,Other,1,0,1
2013-06-30,France,FR,Web Search,Privacy and Security,2,2,88
2013-06-30,France,FR,Web Search: Autocomplete,Defamation,2,0,3
2013-06-30,France,FR,YouTube,Adult Content,0,4,4
2013-06-30,France,FR,YouTube,Bullying/Harassment,0,4,4
2013-06-30,France,FR,YouTube,Copyright,0,1,1
2013-06-30,France,FR,YouTube,Defamation,2,2,5
2013-06-30,France,FR,YouTube,Obscenity/Nudity,0,1,1
2013-06-30,France,FR,YouTube,Other,0,2,4
2013-06-30,France,FR,YouTube,Privacy and Security,0,4,4
2013-06-30,France,FR,YouTube,Reason Unspecified,1,5,10
2013-06-30,France,FR,YouTube,Violence,0,1,1
2013-06-30,Georgia,GE,YouTube,Violence,0,1,3
2013-06-30,Germany,DE,Blogger,Defamation,21,0,138
2013-06-30,Germany,DE,Blogger,Other,1,0,1
2013-06-30,Germany,DE,Blogger,Violence,0,1,1
2013-06-30,Germany,DE,Google AdWords,Other,3,0,3
2013-06-30,Germany,DE,Google Groups,Defamation,1,0,2
2013-06-30,Germany,DE,Google Images,Copyright,1,0,1
2013-06-30,Germany,DE,Google Images,Defamation,1,0,2
2013-06-30,Germany,DE,Google Images,Privacy and Security,1,0,4
2013-06-30,Germany,DE,Google Images,Violence,0,1,14
2013-06-30,Germany,DE,Google News,Defamation,1,0,1
2013-06-30,Germany,DE,Google Photos,Privacy and Security,1,0,27
2013-06-30,Germany,DE,Google Sites,Defamation,1,0,12
2013-06-30,Germany,DE,Google+,Privacy and Security,1,0,17
2013-06-30,Germany,DE,Google+ Local,Defamation,0,2,2
2013-06-30,Germany,DE,Google+ Local,Privacy and Security,0,1,1
2013-06-30,Germany,DE,Web Search,Adult Content,0,1,1
2013-06-30,Germany,DE,Web Search,Copyright,5,0,41
2013-06-30,Germany,DE,Web Search,Defamation,46,2,490
2013-06-30,Germany,DE,Web Search,Government Criticism,0,1,2
2013-06-30,Germany,DE,Web Search,Impersonation,1,0,4
2013-06-30,Germany,DE,Web Search,Other,5,0,45
2013-06-30,Germany,DE,Web Search,Privacy and Security,1,1,7
2013-06-30,Germany,DE,Web Search,Trademark,4,0,4
2013-06-30,Germany,DE,YouTube,Adult Content,0,2,21
2013-06-30,Germany,DE,YouTube,Bullying/Harassment,0,1,1
2013-06-30,Germany,DE,YouTube,Copyright,0,1,1
2013-06-30,Germany,DE,YouTube,Defamation,1,2,7
2013-06-30,Germany,DE,YouTube,Hate Speech,0,13,36
2013-06-30,Germany,DE,YouTube,National Security,0,2,2
2013-06-30,Germany,DE,YouTube,Privacy and Security,0,9,20
2013-06-30,Germany,DE,YouTube,Violence,0,1,1
2013-06-30,Germany,DE,orkut,Violence,0,1,1
2013-06-30,Greece,GR,Blogger,Defamation,2,1,3
2013-06-30,Greece,GR,Blogger,Privacy and Security,1,0,1
2013-06-30,Guatemala,GT,Blogger,Defamation,2,0,2
2013-06-30,Hong Kong,HK,Google+,National Security,0,1,1
2013-06-30,India,IN,Blogger,Adult Content,0,2,2
2013-06-30,India,IN,Blogger,Defamation,3,11,29
2013-06-30,India,IN,Blogger,Impersonation,0,1,1
2013-06-30,India,IN,Blogger,Obscenity/Nudity,0,4,6
2013-06-30,India,IN,Blogger,Privacy and Security,0,4,17
2013-06-30,India,IN,Blogger,Reason Unspecified,0,1,1
2013-06-30,India,IN,Blogger,Religious Offense,0,1,1
2013-06-30,India,IN,Gmail,Bullying/Harassment,0,2,2
2013-06-30,India,IN,Gmail,Defamation,0,3,8
2013-06-30,India,IN,Gmail,Impersonation,0,2,9
2013-06-30,India,IN,Gmail,Privacy and Security,0,6,7
2013-06-30,India,IN,Gmail,Reason Unspecified,1,0,1
2013-06-30,India,IN,Google Docs,Defamation,0,1,1
2013-06-30,India,IN,Google Docs,Impersonation,0,2,5
2013-06-30,India,IN,Google Groups,Defamation,0,1,3
2013-06-30,India,IN,Google Groups,Impersonation,1,0,1
2013-06-30,India,IN,Google Images,Adult Content,0,1,1
2013-06-30,India,IN,Google Images,Defamation,0,1,16
2013-06-30,India,IN,Google Images,Obscenity/Nudity,0,2,28
2013-06-30,India,IN,Google Images,Privacy and Security,0,2,8
2013-06-30,India,IN,Google Maps,Geographical Dispute,0,1,1
2013-06-30,India,IN,Google Photos,Impersonation,2,1,3
2013-06-30,India,IN,Google Photos,Privacy and Security,0,2,3
2013-06-30,India,IN,Google Video Search,Other,0,1,12
2013-06-30,India,IN,Google+,Adult Content,0,1,1
2013-06-30,India,IN,Google+,Defamation,1,0,2
2013-06-30,India,IN,Google+,Impersonation,0,1,1
2013-06-30,India,IN,Google+,Privacy and Security,0,1,1
2013-06-30,India,IN,Web Search,Adult Content,0,7,8
2013-06-30,India,IN,Web Search,Bullying/Harassment,0,1,1
2013-06-30,India,IN,Web Search,Defamation,4,9,40
2013-06-30,India,IN,Web Search,Impersonation,1,1,23
2013-06-30,India,IN,Web Search,Obscenity/Nudity,0,3,10
2013-06-30,India,IN,Web Search,Other,0,1,1
2013-06-30,India,IN,Web Search,Privacy and Security,1,3,9
2013-06-30,India,IN,Web Search,Reason Unspecified,0,2,3
2013-06-30,India,IN,Web Search,Religious Offense,0,2,13
2013-06-30,India,IN,Web Search: Autocomplete,Defamation,0,1,3
2013-06-30,India,IN,YouTube,Adult Content,0,1,1
2013-06-30,India,IN,YouTube,Bullying/Harassment,0,6,16
2013-06-30,India,IN,YouTube,Defamation,0,16,46
2013-06-30,India,IN,YouTube,Hate Speech,0,1,157
2013-06-30,India,IN,YouTube,Impersonation,0,1,3
2013-06-30,India,IN,YouTube,National Security,0,4,22
2013-06-30,India,IN,YouTube,Obscenity/Nudity,0,3,8
2013-06-30,India,IN,YouTube,Other,0,1,3
2013-06-30,India,IN,YouTube,Privacy and Security,0,4,10
2013-06-30,India,IN,YouTube,Reason Unspecified,0,2,9
2013-06-30,India,IN,YouTube,Religious Offense,0,16,146
2013-06-30,India,IN,YouTube,Violence,0,1,2
2013-06-30,India,IN,orkut,Defamation,0,1,2
2013-06-30,India,IN,orkut,Impersonation,2,4,6
2013-06-30,India,IN,orkut,Obscenity/Nudity,0,1,1
2013-06-30,Indonesia,ID,YouTube,Copyright,0,1,6
2013-06-30,Indonesia,ID,YouTube,National Security,0,1,3
2013-06-30,Indonesia,ID,YouTube,Religious Offense,0,1,40
2013-06-30,Interpol,,Gmail,Other,0,2,2
2013-06-30,Ireland,IE,YouTube,Hate Speech,0,1,1
2013-06-30,Ireland,IE,YouTube,Other,0,1,1
2013-06-30,Israel,IL,Blogger,Defamation,1,0,1
2013-06-30,Israel,IL,Google AdWords,Electoral Law,0,1,1
2013-06-30,Israel,IL,Google Images,Adult Content,1,0,1
2013-06-30,Israel,IL,Web Search,Adult Content,1,0,1
2013-06-30,Israel,IL,Web Search,Defamation,3,0,20
2013-06-30,Israel,IL,Web Search,Privacy and Security,6,2,17
2013-06-30,Israel,IL,Web Search: Autocomplete,Privacy and Security,1,0,1
2013-06-30,Israel,IL,YouTube,Copyright,0,2,2
2013-06-30,Israel,IL,YouTube,Defamation,0,1,1
2013-06-30,Israel,IL,YouTube,Privacy and Security,1,1,3
2013-06-30,Israel,IL,YouTube,Violence,0,1,8
2013-06-30,Italy,IT,Blogger,Bullying/Harassment,1,0,3
2013-06-30,Italy,IT,Blogger,Defamation,4,0,14
2013-06-30,Italy,IT,Blogger,Other,1,0,1
2013-06-30,Italy,IT,Google Images,Defamation,2,0,15
2013-06-30,Italy,IT,Google Images,Privacy and Security,1,0,2
2013-06-30,Italy,IT,Web Search,Copyright,1,0,10
2013-06-30,Italy,IT,Web Search,Defamation,5,1,51
2013-06-30,Italy,IT,Web Search,Other,2,0,20
2013-06-30,Italy,IT,Web Search,Privacy and Security,2,1,7
2013-06-30,Italy,IT,Web Search,Trademark,5,0,9
2013-06-30,Italy,IT,Web Search: Autocomplete,Defamation,2,0,4
2013-06-30,Italy,IT,YouTube,Defamation,1,2,4
2013-06-30,Italy,IT,YouTube,Privacy and Security,0,2,2
2013-06-30,Japan,JP,Blogger,Defamation,2,1,9
2013-06-30,Japan,JP,Blogger,Privacy and Security,1,0,1
2013-06-30,Japan,JP,Blogger,Reason Unspecified,1,2,3
2013-06-30,Japan,JP,Google Images,Privacy and Security,0,2,2
2013-06-30,Japan,JP,Google+ Local,Defamation,1,0,1
2013-06-30,Japan,JP,Web Search,Copyright,0,1,1
2013-06-30,Japan,JP,Web Search,Defamation,4,0,10
2013-06-30,Japan,JP,Web Search,Privacy and Security,0,1,1
2013-06-30,Japan,JP,Web Search,Reason Unspecified,15,0,38
2013-06-30,Japan,JP,Web Search,Trademark,1,0,1
2013-06-30,Japan,JP,Web Search: Autocomplete,Privacy and Security,0,1,1
2013-06-30,Japan,JP,YouTube,Copyright,0,2,2
2013-06-30,Kazakhstan,KZ,YouTube,Hate Speech,0,1,8
2013-06-30,Kazakhstan,KZ,YouTube,National Security,0,1,200
2013-06-30,Kazakhstan,KZ,YouTube,Violence,0,1,1
